modelo,origen,h,crps_cobre,cob50_cobre,cob90_cobre,crps_usdclp,cob50_usdclp,cob90_usdclp,crps_tpm,cob50_tpm,cob90_tpm,es
random_walk,2014-12-01,1,16.483657684335668,False,True,5.192282419112617,True,True,0.08311500390775117,True,True,0.1919932468534152
random_walk,2014-12-01,2,20.524743395370606,False,True,7.367838718139128,True,True,0.13034479703662483,True,True,0.2508900353974433
random_walk,2014-12-01,3,14.78077118231029,False,True,9.221938171675678,True,True,0.13701729607366836,True,True,0.23723300413753146
random_walk,2014-12-01,4,12.095537018471312,True,True,7.498819491805477,True,True,0.15511637532914324,True,True,0.21217638436880365
random_walk,2014-12-01,5,9.582494716203357,True,True,8.975917629798474,True,True,0.20213718559243415,True,True,0.22192898502468883
random_walk,2014-12-01,6,15.885430106078658,True,True,13.633484350141703,True,True,0.23405257830630954,True,True,0.3129076853745625
random_walk,2014-12-01,7,25.464812126110516,False,True,23.14725724688299,False,True,0.25249566801233536,True,True,0.48807285635899933
random_walk,2014-12-01,8,39.447186713098766,False,True,50.37271160057672,False,True,0.2721653202994183,True,True,0.8745571632931747
random_walk,2014-12-01,9,37.72404953548606,False,True,53.99664396434622,False,True,0.27906834612474773,True,True,0.9159652978500283
random_walk,2014-12-01,10,35.471935922564214,False,True,48.13665787759119,False,True,0.266665090367296,True,True,0.8418928052705769
random_walk,2014-12-01,11,51.055970840969884,False,True,63.83737330385796,False,False,0.2790941837461076,True,True,1.112001347723763
random_walk,2014-12-01,12,54.179542861211104,False,True,64.14146033758438,False,True,0.2995752624250567,True,True,1.1323548673226456
random_walk,2015-01-01,1,23.041642839758268,False,True,6.111726155330659,True,True,0.0743528142172693,True,True,0.24290095794823904
random_walk,2015-01-01,2,14.453464790982474,False,True,8.500382622936728,True,True,0.10235783602580234,True,True,0.21398869778565083
random_walk,2015-01-01,3,12.365727528106643,True,True,6.27373425374892,True,True,0.1333880206699285,True,True,0.19259730443286194
random_walk,2015-01-01,4,9.64137528203349,True,True,8.241093015680011,True,True,0.15202792396836434,True,True,0.20455860409577353
random_walk,2015-01-01,5,16.75396391250961,True,True,10.6653368065163,True,True,0.16637610912031853,True,True,0.28394084340566705
random_walk,2015-01-01,6,27.224347606247925,False,True,19.932066377234342,False,True,0.20071140330496096,True,True,0.4659825188127019
random_walk,2015-01-01,7,39.433334391268744,False,True,50.28309445882141,False,False,0.20698517241232417,True,True,0.8929030671482482
random_walk,2015-01-01,8,35.57513426024229,False,True,51.20150166552659,False,False,0.2370185442685947,True,True,0.8822832735623447
random_walk,2015-01-01,9,37.09604043916281,False,True,47.09586406116847,False,True,0.23381005609592465,True,True,0.8455482890008843
random_walk,2015-01-01,10,52.62778007673343,False,True,63.72655162523654,False,False,0.2685710191883285,True,True,1.1192198988983562
random_walk,2015-01-01,11,59.95931830413173,False,True,61.1098157635727,False,False,0.2863616759597042,True,True,1.141476996942544
random_walk,2015-01-01,12,64.66402925978721,False,True,75.25202881611204,False,False,0.34452335647587506,True,True,1.3375854405306893
random_walk,2015-02-01,1,12.69337316510369,False,True,9.419587998778342,False,True,0.08015637776854165,True,True,0.20687903202998384
random_walk,2015-02-01,2,9.685180094692146,True,True,4.937530879921303,True,True,0.11857203111534637,True,True,0.1583151723320101
random_walk,2015-02-01,3,9.134750689571625,True,True,6.741233140612952,True,True,0.13356291612506754,True,True,0.1756941038181688
random_walk,2015-02-01,4,14.924538089685392,True,True,10.413371861931946,True,True,0.148207952723855,True,True,0.2619685457713854
random_walk,2015-02-01,5,22.590248765400993,False,True,21.708154831518566,False,True,0.1811800523908091,True,True,0.4457377901652859
random_walk,2015-02-01,6,33.40453242074801,False,True,51.564172136157005,False,False,0.18399997955511477,True,True,0.8659469339621095
random_walk,2015-02-01,7,28.849614610464037,False,True,52.89263090210222,False,False,0.20794911738949462,True,True,0.8655749419672635
random_walk,2015-02-01,8,29.85660060518274,False,True,45.13705476011155,False,True,0.22914349007599555,True,True,0.7747576498408638
random_walk,2015-02-01,9,41.4591822053181,False,True,62.020632552144704,False,False,0.24003867851428917,True,True,1.0446182863678062
random_walk,2015-02-01,10,45.957465993937475,False,True,61.21907724641832,False,False,0.2666895959104745,True,True,1.0704135349654398
random_walk,2015-02-01,11,50.0661295812183,False,True,75.94005257488043,False,False,0.3198788373507597,True,True,1.2768301482837559
random_walk,2015-02-01,12,45.51444823372938,False,True,58.473190178116184,False,False,0.3255149074748236,True,True,1.048692285473983
random_walk,2015-03-01,1,9.712185116468412,False,True,3.9664294494761485,True,True,0.07167897805165335,True,True,0.13541541638672788
random_walk,2015-03-01,2,7.354015210737831,True,True,6.403652597453629,True,True,0.11416095229487894,True,True,0.15581518025717933
random_walk,2015-03-01,3,16.719791306673052,False,True,9.757890307025553,True,True,0.14516699910911646,True,True,0.2597741459777646
random_walk,2015-03-01,4,28.049961447906906,False,True,22.156689354691686,False,True,0.15705980781775258,True,True,0.46543560265534745
random_walk,2015-03-01,5,39.4301516914046,False,True,54.922610105769024,False,False,0.17389046039441475,True,True,0.9127477450693493
random_walk,2015-03-01,6,33.62861343264974,False,True,56.931605367158205,False,False,0.1779763840028072,True,True,0.9126617550883545
random_walk,2015-03-01,7,31.540418516031483,False,True,50.80144882892521,False,False,0.22288166575636958,True,True,0.8396716988198575
random_walk,2015-03-01,8,44.89322453923086,False,True,65.84182178463718,False,False,0.274072364307553,True,True,1.0897366784630496
random_walk,2015-03-01,9,49.65732527132016,False,True,65.48911807840918,False,False,0.29585415010219507,True,True,1.1151043832342058
random_walk,2015-03-01,10,52.925206561466965,False,True,81.47272556303584,False,False,0.341609083511591,True,True,1.3364292522863703
random_walk,2015-03-01,11,49.381893940638776,False,True,62.95509600193202,False,False,0.33426699113774605,True,True,1.1009324581610445
random_walk,2015-03-01,12,38.311845346704914,False,True,43.14754702083884,False,True,0.3449262622700925,True,True,0.8114659710123133
random_walk,2015-04-01,1,6.063676070972283,True,True,4.270280979134984,True,True,0.07760405553268468,True,True,0.11278065188628611
random_walk,2015-04-01,2,19.468721985299883,False,True,9.971695125530243,False,True,0.1116137588118849,True,True,0.2689850646801171
random_walk,2015-04-01,3,30.91854182273957,False,True,26.09853615682278,False,True,0.13450125725238637,True,True,0.5225111762144024
random_walk,2015-04-01,4,46.48260232672037,False,False,61.88188266559182,False,False,0.1578955003804533,True,True,1.0219034863471959
random_walk,2015-04-01,5,38.800782644933484,False,True,63.18683248544978,False,False,0.20025913801887285,True,True,1.0097533826312857
random_walk,2015-04-01,6,38.2509202760571,False,True,58.51637761783087,False,False,0.2353972995049044,True,True,0.9523704979972569
random_walk,2015-04-01,7,52.279483339756155,False,True,75.67750848821632,False,False,0.24799137005373706,True,True,1.2384180912693017
random_walk,2015-04-01,8,58.25806303407758,False,True,73.86523731371462,False,False,0.2861418396679961,True,True,1.251292030963076
random_walk,2015-04-01,9,65.54630698096963,False,True,90.40675889346342,False,False,0.3416976662361624,True,True,1.4965691630306766
random_walk,2015-04-01,10,57.96710488853026,False,True,72.82086839967181,False,False,0.35712103242283155,True,True,1.2512493894964494
random_walk,2015-04-01,11,45.211179662225945,False,True,50.77872457731051,False,True,0.3454349152458165,True,True,0.9457896287943153
random_walk,2015-04-01,12,47.52359979659331,False,True,40.84069111915395,False,True,0.3532969864998974,True,True,0.8569388657925182
random_walk,2015-05-01,1,18.01358505164726,False,True,10.927770602855626,False,True,0.08541181468414619,True,True,0.2649938311790489
random_walk,2015-05-01,2,30.78124774457918,False,True,26.760712636956583,False,False,0.11804219807643229,True,True,0.5197037405857088
random_walk,2015-05-01,3,41.27932319334818,False,True,60.04411364707527,False,False,0.14040281771167645,True,True,0.9782082316461423
random_walk,2015-05-01,4,36.61937041242585,False,True,62.715833122294754,False,False,0.1636530874069984,True,True,0.9936019602896506
random_walk,2015-05-01,5,33.42572348447649,False,True,55.82695439155535,False,False,0.19804362899618455,True,True,0.9005571341254396
random_walk,2015-05-01,6,46.8495401820821,False,True,73.60644998348798,False,False,0.2513420650116296,True,True,1.1963935852074385
random_walk,2015-05-01,7,50.52252615149072,False,True,72.80434215531989,False,False,0.2847740896476696,True,True,1.2192230456428468
random_walk,2015-05-01,8,55.903992465306565,False,True,90.4419465268257,False,False,0.34607330381582735,True,True,1.4751362764162017
random_walk,2015-05-01,9,51.12034090420939,False,True,71.813980230844,False,False,0.36216673909628483,True,True,1.2314479893559391
random_walk,2015-05-01,10,36.8482685609143,False,True,48.378731044072055,False,True,0.35082893614835986,True,True,0.8998545960680545
random_walk,2015-05-01,11,43.0465397856653,False,True,37.21470982984056,False,True,0.3743586588815735,True,True,0.8123929631632014
random_walk,2015-05-01,12,48.67653593235666,False,True,47.25002891108868,False,True,0.38803365795272227,True,True,0.955154747371353
random_walk,2015-06-01,1,34.41694395332861,False,False,28.229281224234462,False,False,0.08523412584059695,True,True,0.5424455458769006
random_walk,2015-06-01,2,48.132370731713344,False,False,65.01216626398988,False,False,0.12212583494445911,True,True,1.0624677587403506
random_walk,2015-06-01,3,41.770475495411574,False,False,66.05637407751567,False,False,0.16774698055707055,True,True,1.0504885620731497
random_walk,2015-06-01,4,39.06238337391635,False,True,56.36710786466833,False,False,0.1824868245737224,True,True,0.9182214087227176
random_walk,2015-06-01,5,57.00619295911315,False,False,71.33093661029444,False,False,0.2037097220005059,True,True,1.1961563383182905
random_walk,2015-06-01,6,62.30966835078024,False,False,68.86451811156803,False,False,0.2274970876052954,True,True,1.20326248315822
random_walk,2015-06-01,7,68.11100814011462,False,False,85.73469242477412,False,False,0.28237488746730477,True,True,1.4445629387152281
random_walk,2015-06-01,8,60.543197123206454,False,True,68.66685147136904,False,False,0.2874193623881657,True,True,1.2097421263631496
random_walk,2015-06-01,9,46.117009933318904,False,True,45.24806124868613,False,True,0.2690718734873241,True,True,0.8760168615510914
random_walk,2015-06-01,10,50.386627683409536,False,True,35.48737498652487,False,True,0.2718213158044217,True,True,0.8076578796899578
random_walk,2015-06-01,11,54.225037643368154,False,True,42.520405756928454,False,True,0.2880348266321715,True,True,0.9164601589980904
random_walk,2015-06-01,12,56.23733633240467,False,True,40.37462879278738,False,True,0.30003203485492436,True,True,0.9123049255568326
random_walk,2015-07-01,1,49.61590864799543,False,False,67.5540186237473,False,False,0.07355094175390806,True,True,1.1036022713539082
random_walk,2015-07-01,2,37.61245512052858,False,False,67.99214718941909,False,False,0.11524781074445495,True,True,1.0610622546758128
random_walk,2015-07-01,3,34.02916312588683,False,True,58.491853329594605,False,False,0.14121721871900833,True,True,0.9233653702415205
random_walk,2015-07-01,4,49.23394791456502,False,False,74.10322685694584,False,False,0.16751246344883097,True,True,1.2045924170700915
random_walk,2015-07-01,5,53.50011233672517,False,False,72.35516040326988,False,False,0.22476168046345452,True,True,1.2056697201772304
random_walk,2015-07-01,6,57.68442204906121,False,True,87.75520758132768,False,False,0.3086617515361582,True,True,1.4267296656531254
random_walk,2015-07-01,7,53.41765237068445,False,True,70.90683200863332,False,False,0.3308347422060285,True,True,1.2045484365276433
random_walk,2015-07-01,8,41.53022468872164,False,True,50.0201809745089,False,True,0.3310472961377767,True,True,0.8867120928598216
random_walk,2015-07-01,9,43.46119628937922,False,True,38.51629741908033,False,True,0.3465718236544697,True,True,0.7847837549521385
